번호,신고일,구정보,주소,유형,조치일,,,,,,,,,,,,,,,,,
2833,2025.5.16,송파구,서울특별시 송파구 방이동 72,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2834,2025.5.16,관악구,서울특별시 관악구 신림동 1675-12,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2835,2025.5.16,송파구,서울특별시 송파구 문정동 641-1,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2836,2025.5.16,강서구,서울특별시 강서구 화곡동 489,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
2837,2025.5.16,관악구,서울특별시 관악구 신림동 520-32,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2838,2025.5.16,용산구,서울특별시 용산구 한남동 76-12,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2839,2025.5.16,강동구,서울특별시 강동구 둔촌동 170-1,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2840,2025.5.16,서초구,서울특별시 서초구 서초동 1739-1,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2841,2025.5.16,용산구,서울특별시 용산구 한남동 726-41,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2842,2025.5.16,마포구,서울특별시 마포구 용강동 38-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2843,2025.5.16,관악구,서울특별시 관악구 신림동 1467-17,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
2844,2025.5.16,서초구,서울특별시 서초구 서초동 1739-2,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2845,2025.5.16,마포구,서울특별시 마포구 염리동 174-17,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2846,2025.5.16,마포구,서울특별시 마포구 염리동 164-14,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2847,2025.5.16,마포구,서울특별시 마포구 염리동 164-14,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2848,2025.5.16,관악구,서울특별시 관악구 신림동 1467-13,교통섬 내부,2025.5.16,,,,,,,,,,,,,,,,,
2849,2025.5.16,강동구,서울특별시 강동구 성내동 450-30,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2850,2025.5.16,관악구,서울특별시 관악구 신림동 1639-1,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2851,2025.5.16,송파구,서울특별시 송파구 방이동 199-16,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
2852,2025.5.16,강동구,서울특별시 강동구 성내동 450-8,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2853,2025.5.16,마포구,서울특별시 마포구 염리동 533,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2854,2025.5.16,강서구,서울특별시 강서구 등촌동 709-5,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2855,2025.5.16,관악구,서울특별시 관악구 신림동 1488-23,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2856,2025.5.16,강서구,서울특별시 강서구 내발산동 724-27,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2857,2025.5.16,강서구,서울특별시 강서구 등촌동 709-15,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2858,2025.5.16,관악구,서울특별시 관악구 신림동 808-393,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2859,2025.5.16,관악구,서울특별시 관악구 신림동 526,버스정류소 및 택시승강장 주변(5m 이내),2025.5.16,,,,,,,,,,,,,,,,,
2860,2025.5.16,강서구,서울특별시 강서구 화곡동 1089-26,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2861,2025.5.16,강동구,서울특별시 강동구 강일동 693,자전거 도로,2025.5.16,,,,,,,,,,,,,,,,,
2862,2025.5.16,강동구,서울특별시 강동구 고덕동 353-10,점자블록 또는 교통약자 엘리베이터,2025.5.16,,,,,,,,,,,,,,,,,
2863,2025.5.16,마포구,서울특별시 마포구 구수동 56-17,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2864,2025.5.16,관악구,서울특별시 관악구 봉천동 1693-75,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2865,2025.5.16,서대문구,서울특별시 서대문구 연희동 산5-56,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2866,2025.5.16,동작구,서울특별시 동작구 신대방동 700-2,점자블록 또는 교통약자 엘리베이터,2025.5.16,,,,,,,,,,,,,,,,,
2867,2025.5.16,서대문구,서울특별시 서대문구 연희동 산5-56,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2868,2025.5.16,송파구,서울특별시 송파구 거여동 294-1,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2869,2025.5.16,송파구,서울특별시 송파구 거여동 294-1,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2870,2025.5.16,마포구,서울특별시 마포구 상수동 1-3,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2871,2025.5.16,동작구,서울특별시 동작구 신대방동 597-1,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
2872,2025.5.16,강서구,서울특별시 강서구 화곡동 1106-1,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2873,2025.5.16,강서구,서울특별시 강서구 화곡동 1106-1,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2874,2025.5.16,관악구,서울특별시 관악구 신림동 1641-2,지하철역 전면(5m이내),2025.5.16,,,,,,,,,,,,,,,,,
2875,2025.5.16,마포구,서울특별시 마포구 상수동 1-3,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2876,2025.5.16,관악구,서울특별시 관악구 신림동 1642-9,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2877,2025.5.16,마포구,서울특별시 마포구 상수동 95-36,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2878,2025.5.16,서대문구,서울특별시 서대문구 연희동 137-9,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2879,2025.5.16,서대문구,서울특별시 서대문구 연희동 137-8,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2880,2025.5.16,용산구,서울특별시 용산구 효창동 3-328,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2881,2025.5.16,관악구,서울특별시 관악구 신림동 231-1,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2882,2025.5.16,마포구,서울특별시 마포구 서교동 415,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2883,2025.5.16,관악구,서울특별시 관악구 신림동 231-1,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2884,2025.5.16,강서구,서울특별시 강서구 가양동 26-2,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2885,2025.5.16,용산구,서울특별시 용산구 효창동 255-2,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2886,2025.5.16,강서구,서울특별시 강서구 가양동 산1-4,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2887,2025.5.16,강서구,서울특별시 강서구 가양동 산1-4,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2888,2025.5.16,노원구,서울특별시 노원구 중계동 506-2,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2889,2025.5.16,동작구,서울특별시 동작구 상도동 29-133,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2890,2025.5.16,강서구,서울특별시 강서구 가양동 1461-2,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2891,2025.5.16,노원구,서울특별시 노원구 중계동 364-16,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2892,2025.5.16,관악구,서울특별시 관악구 봉천동 1664-1,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2893,2025.5.16,강서구,서울특별시 강서구 가양동 1458-15,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2894,2025.5.16,노원구,서울특별시 노원구 중계동 360-4,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2895,2025.5.16,도봉구,서울특별시 도봉구 창동 252-2,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2896,2025.5.16,도봉구,서울특별시 도봉구 창동 252-2,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2897,2025.5.16,동작구,서울특별시 동작구 상도동 486-2,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2898,2025.5.16,노원구,서울특별시 노원구 하계동 284-1,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2899,2025.5.16,노원구,서울특별시 노원구 중계동 391-1,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2900,2025.5.16,노원구,서울특별시 노원구 하계동 285-1,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2901,2025.5.16,마포구,서울특별시 마포구 연남동 255-30,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2902,2025.5.16,동작구,서울특별시 동작구 상도동 511-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2903,2025.5.16,양천구,서울특별시 양천구 목동 901-8,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2904,2025.5.16,관악구,서울특별시 관악구 봉천동 196-1,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2905,2025.5.16,도봉구,서울특별시 도봉구 방학동 306-16,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2906,2025.5.16,도봉구,서울특별시 도봉구 방학동 726-125,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2907,2025.5.16,동작구,서울특별시 동작구 상도동 511-7,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2908,2025.5.16,노원구,서울특별시 노원구 중계동 512-1,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2909,2025.5.16,동작구,서울특별시 동작구 상도동 421,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2910,2025.5.16,양천구,서울특별시 양천구 목동 901,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2911,2025.5.16,마포구,서울특별시 마포구 서교동 478-9,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2912,2025.5.16,노원구,서울특별시 노원구 중계동 87-1,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2913,2025.5.16,강서구,서울특별시 강서구 화곡동 산60-1,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2914,2025.5.16,관악구,서울특별시 관악구 신림동 502-44,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2915,2025.5.16,마포구,서울특별시 마포구 망원동 417-38,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2916,2025.5.16,강서구,서울특별시 강서구 화곡동 1165-7,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2917,2025.5.16,양천구,서울특별시 양천구 목동 903-4,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2918,2025.5.16,동작구,서울특별시 동작구 신대방동 722,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2919,2025.5.16,강서구,서울특별시 강서구 화곡동 79-2,점자블록 또는 교통약자 엘리베이터,2025.5.16,,,,,,,,,,,,,,,,,
2920,2025.5.16,마포구,서울특별시 마포구 망원동 482-9,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2921,2025.5.16,양천구,서울특별시 양천구 목동 903-5,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2922,2025.5.16,마포구,서울특별시 마포구 서교동 440-8,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2923,2025.5.16,서대문구,서울특별시 서대문구 창천동 30-9,지하철역 전면(5m이내),2025.5.16,,,,,,,,,,,,,,,,,
2924,2025.5.16,강서구,서울특별시 강서구 내발산동 724-64,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2925,2025.5.16,서대문구,서울특별시 서대문구 홍은동 332-21,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2926,2025.5.16,서대문구,서울특별시 서대문구 홍은동 332-1,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2927,2025.5.16,서대문구,서울특별시 서대문구 연희동 212-2,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2928,2025.5.16,양천구,서울특별시 양천구 신정동 310-10,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2929,2025.5.16,관악구,서울특별시 관악구 봉천동 1712-12,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2930,2025.5.16,양천구,서울특별시 양천구 신정동 310-9,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2931,2025.5.16,관악구,서울특별시 관악구 봉천동 1712-10,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2932,2025.5.16,마포구,서울특별시 마포구 상암동 1730,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2933,2025.5.16,강남구,서울특별시 강남구 청담동 77-15,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2934,2025.5.16,마포구,서울특별시 마포구 상암동 1726,버스정류소 및 택시승강장 주변(5m 이내),2025.5.16,,,,,,,,,,,,,,,,,
2935,2025.5.16,마포구,서울특별시 마포구 망원동 463-13,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2936,2025.5.16,관악구,서울특별시 관악구 신림동 495,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2937,2025.5.16,송파구,서울특별시 송파구 가락동 196-17,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
2938,2025.5.16,관악구,서울특별시 관악구 신림동 500,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2939,2025.5.16,송파구,서울특별시 송파구 가락동 195,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2940,2025.5.16,양천구,서울특별시 양천구 목동 451,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2941,2025.5.16,서초구,서울특별시 서초구 방배동 491-2,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2942,2025.5.16,강남구,서울특별시 강남구 삼성동 128-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2943,2025.5.16,마포구,서울특별시 마포구 상암동 115-11,버스정류소 및 택시승강장 주변(5m 이내),2025.5.16,,,,,,,,,,,,,,,,,
2944,2025.5.16,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2945,2025.5.16,송파구,서울특별시 송파구 방이동 220-5,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2946,2025.5.16,양천구,서울특별시 양천구 신정동 867,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2947,2025.5.16,강남구,서울특별시 강남구 삼성동 172-73,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2948,2025.5.16,금천구,서울특별시 금천구 독산동 1081-4,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2949,2025.5.16,강남구,서울특별시 강남구 삼성동 128-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2950,2025.5.16,금천구,서울특별시 금천구 독산동 1081-4,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2951,2025.5.16,강남구,서울특별시 강남구 삼성동 128-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2952,2025.5.16,마포구,서울특별시 마포구 상암동 1718,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2953,2025.5.16,양천구,서울특별시 양천구 목동 730-7,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2954,2025.5.16,강남구,서울특별시 강남구 대치동 893-1,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2955,2025.5.16,구로구,서울특별시 구로구 구로동 248-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2956,2025.5.16,강동구,서울특별시 강동구 강일동 666-2,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2957,2025.5.16,구로구,서울특별시 구로구 구로동 248-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2958,2025.5.16,양천구,서울특별시 양천구 신정동 331,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2959,2025.5.16,강동구,서울특별시 강동구 강일동 666-2,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2960,2025.5.16,강남구,서울특별시 강남구 대치동 1011-25,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2961,2025.5.16,양천구,서울특별시 양천구 신정동 331-2,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2962,2025.5.16,관악구,서울특별시 관악구 봉천동 1693-23,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2963,2025.5.16,강남구,서울특별시 강남구 대치동 1011-25,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2964,2025.5.16,서대문구,서울특별시 서대문구 연희동 519-266,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
2965,2025.5.16,강남구,서울특별시 강남구 대치동 903-30,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2966,2025.5.16,마포구,서울특별시 마포구 합정동 406-5,점자블록 또는 교통약자 엘리베이터,2025.5.16,,,,,,,,,,,,,,,,,
2967,2025.5.16,강남구,서울특별시 강남구 대치동 903-30,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2968,2025.5.16,강남구,서울특별시 강남구 대치동 1011-25,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2969,2025.5.16,강남구,서울특별시 강남구 대치동 1011-25,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2970,2025.5.16,강동구,서울특별시 강동구 고덕동 산11-1,자전거 도로,2025.5.16,,,,,,,,,,,,,,,,,
2971,2025.5.16,구로구,서울특별시 구로구 구로동 116-37,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2972,2025.5.16,금천구,서울특별시 금천구 독산동 299-32,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2973,2025.5.16,구로구,서울특별시 구로구 구로동 119-7,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
2974,2025.5.16,금천구,서울특별시 금천구 독산동 300-28,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2975,2025.5.16,금천구,서울특별시 금천구 독산동 289-16,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
2976,2025.5.16,구로구,서울특별시 구로구 구로동 141-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2977,2025.5.16,동작구,서울특별시 동작구 본동 487,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2978,2025.5.16,동작구,서울특별시 동작구 상도1동 541,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2979,2025.5.16,중구,서울특별시 중구 의주로2가 64,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
2980,2025.5.16,동작구,서울특별시 동작구 노량진동 325-6,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2981,2025.5.16,서대문구,서울특별시 서대문구 남가좌동 381-5,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
2982,2025.5.16,강남구,서울특별시 강남구 도곡동 546,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2983,2025.5.16,강남구,서울특별시 강남구 도곡동 545-7,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2984,2025.5.16,서대문구,서울특별시 서대문구 북가좌동 477,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2985,2025.5.16,서대문구,서울특별시 서대문구 북가좌동 481,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
2986,2025.5.16,강남구,서울특별시 강남구 도곡동 556,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2987,2025.5.16,강남구,서울특별시 강남구 도곡동 542-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2988,2025.5.16,강남구,서울특별시 강남구 도곡동 539-6,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2989,2025.5.16,강남구,서울특별시 강남구 도곡동 540,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2990,2025.5.16,강남구,서울특별시 강남구 도곡동 556,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2991,2025.5.16,강남구,서울특별시 강남구 도곡동 556,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2992,2025.5.16,강남구,서울특별시 강남구 도곡동 539-6,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2993,2025.5.16,강남구,서울특별시 강남구 도곡동 538-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2994,2025.5.16,강남구,서울특별시 강남구 도곡동 538-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2995,2025.5.16,강남구,서울특별시 강남구 도곡동 556,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2996,2025.5.16,강남구,서울특별시 강남구 도곡동 556,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2997,2025.5.16,강남구,서울특별시 강남구 도곡동 556-13,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2998,2025.5.16,강남구,서울특별시 강남구 대치동 938-24,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
2999,2025.5.16,강남구,서울특별시 강남구 대치동 937,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3000,2025.5.16,강남구,서울특별시 강남구 대치동 1025,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3001,2025.5.16,강남구,서울특별시 강남구 대치동 1025,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3002,2025.5.16,강남구,서울특별시 강남구 대치동 1025,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3003,2025.5.16,서초구,서울특별시 서초구 서초동 1748-27,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3004,2025.5.16,강남구,서울특별시 강남구 대치동 1022-1,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3005,2025.5.16,강남구,서울특별시 강남구 대치동 1021-1,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3006,2025.5.16,서초구,서울특별시 서초구 서초동 1611-10,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3007,2025.5.16,강남구,서울특별시 강남구 대치동 1021-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3008,2025.5.16,강남구,서울특별시 강남구 대치동 1021-3,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3009,2025.5.16,서초구,서울특별시 서초구 서초동 1630-6,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3010,2025.5.16,서초구,서울특별시 서초구 서초동 1748-29,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3011,2025.5.16,서초구,서울특별시 서초구 서초동 1739-2,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3012,2025.5.16,서초구,서울특별시 서초구 반포동 128-10,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
3013,2025.5.16,서초구,서울특별시 서초구 반포동 128-10,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
3014,2025.5.16,서초구,서울특별시 서초구 반포동 128-10,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3015,2025.5.16,서초구,서울특별시 서초구 반포동 128-10,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3016,2025.5.16,금천구,서울특별시 금천구 독산동 378-47,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3017,2025.5.16,금천구,서울특별시 금천구 시흥동 1000-87,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
3018,2025.5.16,구로구,서울특별시 구로구 구로동 1128-7,보도와 차도가 구분된 도로의 차도,2025.5.16,,,,,,,,,,,,,,,,,
3019,2025.5.16,동작구,서울특별시 동작구 대방동 17-5,보호구역(어린이·노인·장애인),2025.5.16,,,,,,,,,,,,,,,,,
3020,2025.5.16,금천구,서울특별시 금천구 시흥동 1000-145,횡단보도 주변(3m),2025.5.16,,,,,,,,,,,,,,,,,
3021,2025.5.16,서초구,서울특별시 서초구 반포동 44-11,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3022,2025.5.16,서초구,서울특별시 서초구 반포동 51-5,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3023,2025.5.16,서초구,서울특별시 서초구 반포동 128-10,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3024,2025.5.16,금천구,서울특별시 금천구 시흥동 789-66,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
3025,2025.5.16,서초구,서울특별시 서초구 반포동 128-10,상기 사항 외 보도,2025.5.16,,,,,,,,,,,,,,,,,
