번호,신고일,구정보,주소,유형,조치일,,,,,,,,,,,,,,,,,
190,2025.5.1,강남구,서울특별시 강남구 대치동 1011,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
191,2025.5.1,동작구,서울특별시 동작구 사당동 1152-6,점자블록 또는 교통약자 엘리베이터,2025.5.1,,,,,,,,,,,,,,,,,
192,2025.5.1,서초구,서울특별시 서초구 서초동 1340-6,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
193,2025.5.1,영등포구,서울특별시 영등포구 양평동3가 60,횡단보도 주변(3m),2025.5.1,,,,,,,,,,,,,,,,,
194,2025.5.1,영등포구,서울특별시 영등포구 양평동4가 27-1,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
195,2025.5.1,서대문구,서울특별시 서대문구 북가좌동 315-2,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
196,2025.5.1,영등포구,서울특별시 영등포구 당산동3가 2-5,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
197,2025.5.1,영등포구,서울특별시 영등포구 당산동1가 16-1,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
198,2025.5.1,영등포구,서울특별시 영등포구 문래동3가 61,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
199,2025.5.1,영등포구,서울특별시 영등포구 문래동3가 55-13,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
200,2025.5.1,영등포구,서울특별시 영등포구 문래동3가 54,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
201,2025.5.1,송파구,서울특별시 송파구 문정동 226-6,자전거 도로,2025.5.1,,,,,,,,,,,,,,,,,
202,2025.5.1,송파구,서울특별시 송파구 문정동 226-6,자전거 도로,2025.5.1,,,,,,,,,,,,,,,,,
203,2025.5.1,송파구,서울특별시 송파구 문정동 226-6,자전거 도로,2025.5.1,,,,,,,,,,,,,,,,,
204,2025.5.1,송파구,서울특별시 송파구 문정동 205-9,자전거 도로,2025.5.1,,,,,,,,,,,,,,,,,
205,2025.5.1,금천구,서울특별시 금천구 독산동 378-430,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
206,2025.5.1,송파구,서울특별시 송파구 방이동 199-16,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
207,2025.5.1,송파구,서울특별시 송파구 방이동 199-16,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
208,2025.5.1,송파구,서울특별시 송파구 방이동 220-2,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
209,2025.5.1,송파구,서울특별시 송파구 방이동 220-2,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
210,2025.5.1,송파구,서울특별시 송파구 방이동 220-2,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
211,2025.5.1,금천구,서울특별시 금천구 시흥동 905-9,버스정류소 및 택시승강장 주변(5m 이내),2025.5.1,,,,,,,,,,,,,,,,,
212,2025.5.1,금천구,서울특별시 금천구 시흥동 905-9,버스정류소 및 택시승강장 주변(5m 이내),2025.5.1,,,,,,,,,,,,,,,,,
213,2025.5.1,영등포구,서울특별시 영등포구 신길동 1164,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
214,2025.5.1,강남구,서울특별시 강남구 세곡동 510,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
215,2025.5.1,강남구,서울특별시 강남구 세곡동 510,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
216,2025.5.1,강남구,서울특별시 강남구 세곡동 510-1,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
217,2025.5.1,영등포구,서울특별시 영등포구 신길동 4209,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
218,2025.5.1,강남구,서울특별시 강남구 세곡동 516-7,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
219,2025.5.1,강남구,서울특별시 강남구 세곡동 509,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
220,2025.5.1,영등포구,서울특별시 영등포구 신길동 4490,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
221,2025.5.1,강남구,서울특별시 강남구 율현동 242,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
222,2025.5.1,강남구,서울특별시 강남구 율현동 242,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
223,2025.5.1,강남구,서울특별시 강남구 율현동 242,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
224,2025.5.1,강남구,서울특별시 강남구 자곡동 669,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
225,2025.5.1,영등포구,서울특별시 영등포구 대림동 862-10,횡단보도 주변(3m),2025.5.1,,,,,,,,,,,,,,,,,
226,2025.5.1,강남구,서울특별시 강남구 수서동 719,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
227,2025.5.1,강남구,서울특별시 강남구 수서동 719,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
228,2025.5.1,강남구,서울특별시 강남구 수서동 719,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
229,2025.5.1,강남구,서울특별시 강남구 수서동 719,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
230,2025.5.1,강남구,서울특별시 강남구 수서동 713-1,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
231,2025.5.1,영등포구,서울특별시 영등포구 신길동 448-1,횡단보도 주변(3m),2025.5.1,,,,,,,,,,,,,,,,,
232,2025.5.1,강남구,서울특별시 강남구 일원동 698,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
233,2025.5.1,강남구,서울특별시 강남구 일원동 701-1,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
234,2025.5.1,강남구,서울특별시 강남구 일원동 706-3,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
235,2025.5.1,강남구,서울특별시 강남구 일원동 701-1,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
236,2025.5.1,강남구,서울특별시 강남구 일원동 701-2,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
237,2025.5.1,강남구,서울특별시 강남구 일원동 698,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
238,2025.5.1,강남구,서울특별시 강남구 일원동 698,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
239,2025.5.1,강남구,서울특별시 강남구 일원동 701-1,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
240,2025.5.1,송파구,서울특별시 송파구 거여동 산40,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
241,2025.5.1,강남구,서울특별시 강남구 청담동 99-12,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
242,2025.5.1,강남구,서울특별시 강남구 청담동 99-10,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
243,2025.5.1,영등포구,서울특별시 영등포구 신길동 853,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
244,2025.5.1,영등포구,서울특별시 영등포구 당산동2가 40-2,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
245,2025.5.1,송파구,서울특별시 송파구 문정동 94-5,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
246,2025.5.1,송파구,서울특별시 송파구 문정동 94-5,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
247,2025.5.1,영등포구,서울특별시 영등포구 양평동5가 66-1,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
248,2025.5.1,영등포구,서울특별시 영등포구 영등포동3가 33,상기 사항 외 보도,2025.5.1,,,,,,,,,,,,,,,,,
249,2025.5.1,서초구,서울특별시 서초구 서초동 1358-7,횡단보도 주변(3m),2025.5.1,,,,,,,,,,,,,,,,,
250,2025.5.1,서초구,서울특별시 서초구 서초동 1358,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
251,2025.5.1,서초구,서울특별시 서초구 서초동 1398,보도와 차도가 구분된 도로의 차도,2025.5.1,,,,,,,,,,,,,,,,,
252,2025.5.1,서초구,서울특별시 서초구 서초동 1402,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
253,2025.5.1,서초구,서울특별시 서초구 서초동 1378,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
254,2025.5.1,서초구,서울특별시 서초구 서초동 1356-5,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
255,2025.5.2,서대문구,서울특별시 서대문구 연희동 234-1,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
256,2025.5.2,은평구,서울특별시 은평구 응암동 109-1,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
257,2025.5.2,송파구,서울특별시 송파구 가락동 59,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
258,2025.5.2,송파구,서울특별시 송파구 문정동 514-1,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
259,2025.5.2,송파구,서울특별시 송파구 가락동 80,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
260,2025.5.2,송파구,서울특별시 송파구 가락동 199-3,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
261,2025.5.2,송파구,서울특별시 송파구 오금동 51-3,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
262,2025.5.2,송파구,서울특별시 송파구 문정동 641-1,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
263,2025.5.2,송파구,서울특별시 송파구 오금동 51-3,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
264,2025.5.2,송파구,서울특별시 송파구 오금동 51-2,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
265,2025.5.2,송파구,서울특별시 송파구 문정동 645,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
266,2025.5.2,송파구,서울특별시 송파구 문정동 645,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
267,2025.5.2,송파구,서울특별시 송파구 오금동 84-9,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
268,2025.5.2,송파구,서울특별시 송파구 문정동 650,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
269,2025.5.2,송파구,서울특별시 송파구 문정동 627,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
270,2025.5.2,송파구,서울특별시 송파구 오금동 3-6,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
271,2025.5.2,송파구,서울특별시 송파구 문정동 628,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
272,2025.5.2,서초구,서울특별시 서초구 서초동 1376-1,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
273,2025.5.2,서초구,서울특별시 서초구 서초동 1376,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
274,2025.5.2,송파구,서울특별시 송파구 거여동 697-2,자전거 도로,2025.5.2,,,,,,,,,,,,,,,,,
275,2025.5.2,서초구,서울특별시 서초구 서초동 1376,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
276,2025.5.2,송파구,서울특별시 송파구 장지동 917-6,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
277,2025.5.2,송파구,서울특별시 송파구 장지동 917-6,자전거 도로,2025.5.2,,,,,,,,,,,,,,,,,
278,2025.5.2,서초구,서울특별시 서초구 서초동 1376,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
279,2025.5.2,서초구,서울특별시 서초구 서초동 1365-8,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
280,2025.5.2,관악구,서울특별시 관악구 신림동 502-44,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
281,2025.5.2,관악구,서울특별시 관악구 신림동 746-37,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
282,2025.5.2,관악구,서울특별시 관악구 신림동 1715,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
283,2025.5.2,송파구,서울특별시 송파구 장지동 896,자전거 도로,2025.5.2,,,,,,,,,,,,,,,,,
284,2025.5.2,강동구,서울특별시 강동구 강일동 693,자전거 도로,2025.5.2,,,,,,,,,,,,,,,,,
285,2025.5.2,관악구,서울특별시 관악구 신림동 749-10,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
286,2025.5.2,강동구,서울특별시 강동구 강일동 693,자전거 도로,2025.5.2,,,,,,,,,,,,,,,,,
287,2025.5.2,강서구,서울특별시 강서구 화곡동 1089-43,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
288,2025.5.2,강서구,서울특별시 강서구 화곡동 95-41,버스정류소 및 택시승강장 주변(5m 이내),2025.5.2,,,,,,,,,,,,,,,,,
289,2025.5.2,관악구,서울특별시 관악구 봉천동 1736-110,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
290,2025.5.2,관악구,서울특별시 관악구 신림동 1735-2,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
291,2025.5.2,관악구,서울특별시 관악구 봉천동 1712-1,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
292,2025.5.2,관악구,서울특별시 관악구 신림동 1735-3,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
293,2025.5.2,강서구,서울특별시 강서구 염창동 242-22,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
294,2025.5.2,강동구,서울특별시 강동구 강일동 607-8,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
295,2025.5.2,강동구,서울특별시 강동구 강일동 706,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
296,2025.5.2,관악구,서울특별시 관악구 봉천동 1712-10,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
297,2025.5.2,강서구,서울특별시 강서구 염창동 284-66,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
298,2025.5.2,도봉구,서울특별시 도봉구 쌍문동 482-1,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
299,2025.5.2,강서구,서울특별시 강서구 염창동 284-62,버스정류소 및 택시승강장 주변(5m 이내),2025.5.2,,,,,,,,,,,,,,,,,
300,2025.5.2,강서구,서울특별시 강서구 염창동 284-62,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
301,2025.5.2,성북구,서울특별시 성북구 장위동 45-4,점자블록 또는 교통약자 엘리베이터,2025.5.2,,,,,,,,,,,,,,,,,
302,2025.5.2,도봉구,서울특별시 도봉구 방학동 734-5,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
303,2025.5.2,도봉구,서울특별시 도봉구 방학동 507,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
304,2025.5.2,관악구,서울특별시 관악구 신림동 산87-16,교통섬 내부,2025.5.2,,,,,,,,,,,,,,,,,
305,2025.5.2,은평구,서울특별시 은평구 신사동 22-15,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
306,2025.5.2,은평구,서울특별시 은평구 신사동 22-15,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
307,2025.5.2,서대문구,서울특별시 서대문구 연희동 709,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
308,2025.5.2,노원구,서울특별시 노원구 중계동 503-1,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
309,2025.5.2,노원구,서울특별시 노원구 중계동 503-1,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
310,2025.5.2,노원구,서울특별시 노원구 하계동 270,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
311,2025.5.2,강동구,서울특별시 강동구 둔촌동 41-16,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
312,2025.5.2,강동구,서울특별시 강동구 둔촌동 27-2,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
313,2025.5.2,강동구,서울특별시 강동구 둔촌동 27-2,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
314,2025.5.2,서대문구,서울특별시 서대문구 연희동 189-15,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
315,2025.5.2,강서구,서울특별시 강서구 염창동 284-27,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
316,2025.5.2,노원구,서울특별시 노원구 중계동 514-6,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
317,2025.5.2,송파구,서울특별시 송파구 문정동 419-7,교통섬 내부,2025.5.2,,,,,,,,,,,,,,,,,
318,2025.5.2,동작구,서울특별시 동작구 상도동 531-5,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
319,2025.5.2,동작구,서울특별시 동작구 상도동 531-5,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
320,2025.5.2,도봉구,서울특별시 도봉구 창동 596-22,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
321,2025.5.2,관악구,서울특별시 관악구 봉천동 1712-10,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
322,2025.5.2,강서구,서울특별시 강서구 등촌동 639-23,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
323,2025.5.2,관악구,서울특별시 관악구 봉천동 1712-10,버스정류소 및 택시승강장 주변(5m 이내),2025.5.2,,,,,,,,,,,,,,,,,
324,2025.5.2,영등포구,서울특별시 영등포구 당산동3가 3-2,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
325,2025.5.2,동작구,서울특별시 동작구 상도동 511,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
326,2025.5.2,노원구,서울특별시 노원구 상계동 1118-77,지하철역 전면(5m이내),2025.5.2,,,,,,,,,,,,,,,,,
327,2025.5.2,동작구,서울특별시 동작구 상도동 424,점자블록 또는 교통약자 엘리베이터,2025.5.2,,,,,,,,,,,,,,,,,
328,2025.5.2,노원구,서울특별시 노원구 상계동 1118-77,지하철역 전면(5m이내),2025.5.2,,,,,,,,,,,,,,,,,
329,2025.5.2,강서구,서울특별시 강서구 등촌동 655-37,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
330,2025.5.2,노원구,서울특별시 노원구 상계동 1118-77,지하철역 전면(5m이내),2025.5.2,,,,,,,,,,,,,,,,,
331,2025.5.2,노원구,서울특별시 노원구 상계동 1118-77,지하철역 전면(5m이내),2025.5.2,,,,,,,,,,,,,,,,,
332,2025.5.2,강서구,서울특별시 강서구 화곡동 1106-1,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
333,2025.5.2,강서구,서울특별시 강서구 화곡동 1000-2,버스정류소 및 택시승강장 주변(5m 이내),2025.5.2,,,,,,,,,,,,,,,,,
334,2025.5.2,동작구,서울특별시 동작구 신대방동 722,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
335,2025.5.2,관악구,서울특별시 관악구 봉천동 1712-10,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
336,2025.5.2,관악구,서울특별시 관악구 봉천동 1712-10,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
337,2025.5.2,관악구,서울특별시 관악구 봉천동 1712,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
338,2025.5.2,동작구,서울특별시 동작구 신대방동 355-29,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
339,2025.5.2,관악구,서울특별시 관악구 봉천동 산113-46,버스정류소 및 택시승강장 주변(5m 이내),2025.5.2,,,,,,,,,,,,,,,,,
340,2025.5.2,관악구,서울특별시 관악구 봉천동 1511-12,버스정류소 및 택시승강장 주변(5m 이내),2025.5.2,,,,,,,,,,,,,,,,,
341,2025.5.2,강서구,서울특별시 강서구 화곡동 23-3,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
342,2025.5.2,은평구,서울특별시 은평구 증산동 198-7,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
343,2025.5.2,송파구,서울특별시 송파구 마천동 183-99,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
344,2025.5.2,서대문구,서울특별시 서대문구 북가좌동 477-1,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
345,2025.5.2,송파구,서울특별시 송파구 마천동 601,보도와 차도가 구분된 도로의 차도,2025.5.2,,,,,,,,,,,,,,,,,
346,2025.5.2,동작구,서울특별시 동작구 신대방동 722,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
347,2025.5.2,강서구,서울특별시 강서구 등촌동 666-3,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
348,2025.5.2,관악구,서울특별시 관악구 봉천동 1703-2,보호구역(어린이·노인·장애인),2025.5.2,,,,,,,,,,,,,,,,,
349,2025.5.2,강서구,서울특별시 강서구 가양동 451-19,횡단보도 주변(3m),2025.5.2,,,,,,,,,,,,,,,,,
350,2025.5.2,영등포구,서울특별시 영등포구 양평동4가 11-1,상기 사항 외 보도,2025.5.2,,,,,,,,,,,,,,,,,
