번호,신고일,구정보,주소,유형,조치일,,,,,,,,,,,,,,,,,
2715,2025-11-14,양천구,서울특별시 양천구 신정동 867,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2716,2025-11-14,송파구,서울특별시 송파구 신천동 17-1,자전거 도로,2025-11-14,,,,,,,,,,,,,,,,,
2717,2025-11-14,강서구,서울특별시 강서구 등촌동 687,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2718,2025-11-14,송파구,서울특별시 송파구 신천동 17-1,자전거 도로,2025-11-14,,,,,,,,,,,,,,,,,
2719,2025-11-14,마포구,서울특별시 마포구 서교동 406,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2720,2025-11-14,강서구,서울특별시 강서구 등촌동 709-5,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2721,2025-11-14,마포구,서울특별시 마포구 상암동 1704,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2722,2025-11-14,마포구,서울특별시 마포구 서교동 349,버스정류소 및 택시승강장 주변(5m 이내),2025-11-14,,,,,,,,,,,,,,,,,
2723,2025-11-14,마포구,서울특별시 마포구 서교동 486,버스정류소 및 택시승강장 주변(5m 이내),2025-11-14,,,,,,,,,,,,,,,,,
2724,2025-11-14,양천구,서울특별시 양천구 목동 916,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2725,2025-11-14,동작구,서울특별시 동작구 상도1동 752-2,점자블록 또는 교통약자 엘리베이터,2025-11-14,,,,,,,,,,,,,,,,,
2726,2025-11-14,강서구,서울특별시 강서구 내발산동 598-2,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2727,2025-11-14,양천구,서울특별시 양천구 목동 920-2,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2728,2025-11-14,강서구,서울특별시 강서구 화곡동 산60-1,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2729,2025-11-14,강서구,서울특별시 강서구 화곡동 산60-1,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2730,2025-11-14,마포구,서울특별시 마포구 상암동 1696,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2731,2025-11-14,마포구,서울특별시 마포구 서교동 349,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2732,2025-11-14,관악구,서울특별시 관악구 봉천동 981-1,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2733,2025-11-14,서대문구,서울특별시 서대문구 연희동 134-2,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2734,2025-11-14,노원구,서울특별시 노원구 중계동 391-1,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2735,2025-11-14,서대문구,서울특별시 서대문구 연희동 92-23,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2736,2025-11-14,노원구,서울특별시 노원구 중계동 78-1,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2737,2025-11-14,노원구,서울특별시 노원구 상계동 688,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2738,2025-11-14,노원구,서울특별시 노원구 중계동 391-1,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2739,2025-11-14,노원구,서울특별시 노원구 중계동 391-1,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2740,2025-11-14,동작구,서울특별시 동작구 사당동 708-391,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2741,2025-11-14,강서구,서울특별시 강서구 등촌동 665-7,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2742,2025-11-14,마포구,서울특별시 마포구 합정동 406-5,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2743,2025-11-14,관악구,서울특별시 관악구 봉천동 882-5,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2744,2025-11-14,송파구,서울특별시 송파구 문정동 293-16,자전거 도로,2025-11-14,,,,,,,,,,,,,,,,,
2745,2025-11-14,노원구,서울특별시 노원구 상계동 398-3,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2746,2025-11-14,노원구,서울특별시 노원구 상계동 724,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2747,2025-11-14,노원구,서울특별시 노원구 상계동 724,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2748,2025-11-14,관악구,서울특별시 관악구 봉천동 1000,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2749,2025-11-14,관악구,서울특별시 관악구 봉천동 1000,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2750,2025-11-14,동작구,서울특별시 동작구 사당동 1157-2,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2751,2025-11-14,양천구,서울특별시 양천구 목동 903-4,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2752,2025-11-14,관악구,서울특별시 관악구 봉천동 981-7,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2753,2025-11-14,노원구,서울특별시 노원구 상계동 1038-3,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2754,2025-11-14,양천구,서울특별시 양천구 목동 903,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2755,2025-11-14,노원구,서울특별시 노원구 상계동 962-2,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2756,2025-11-14,노원구,서울특별시 노원구 상계동 1055-3,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2757,2025-11-14,동작구,서울특별시 동작구 사당동 254-16,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2758,2025-11-14,양천구,서울특별시 양천구 목동 906,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2759,2025-11-14,관악구,서울특별시 관악구 봉천동 1712,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2760,2025-11-14,관악구,서울특별시 관악구 신림동 1467-13,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2761,2025-11-14,양천구,서울특별시 양천구 목동 902-5,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2762,2025-11-14,노원구,서울특별시 노원구 상계동 1055-1,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2763,2025-11-14,마포구,서울특별시 마포구 망원동 465-6,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2764,2025-11-14,서초구,서울특별시 서초구 양재동 298-2,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2765,2025-11-14,용산구,서울특별시 용산구 효창동,버스정류소 및 택시승강장 주변(5m 이내),2025-11-14,,,,,,,,,,,,,,,,,
2766,2025-11-14,강서구,서울특별시 강서구 화곡동 1165-7,버스정류소 및 택시승강장 주변(5m 이내),2025-11-14,,,,,,,,,,,,,,,,,
2767,2025-11-14,송파구,서울특별시 송파구 문정동 644,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2768,2025-11-14,서초구,서울특별시 서초구 양재동 261-21,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2769,2025-11-14,송파구,서울특별시 송파구 송파동 2-13,자전거 도로,2025-11-14,,,,,,,,,,,,,,,,,
2770,2025-11-14,마포구,서울특별시 마포구 망원동 431-63,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2771,2025-11-14,마포구,서울특별시 마포구 염리동 164-14,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2772,2025-11-14,동작구,서울특별시 동작구 상도동 514,점자블록 또는 교통약자 엘리베이터,2025-11-14,,,,,,,,,,,,,,,,,
2773,2025-11-14,마포구,서울특별시 마포구 염리동 164-14,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2774,2025-11-14,관악구,서울특별시 관악구 봉천동 1718-12,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2775,2025-11-14,마포구,서울특별시 마포구 염리동 168-9,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2776,2025-11-14,마포구,서울특별시 마포구 염리동 168-9,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2777,2025-11-14,양천구,서울특별시 양천구 목동 907-5,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2778,2025-11-14,노원구,서울특별시 노원구 상계동 395-38,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2779,2025-11-14,관악구,서울특별시 관악구 신림동 520,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2780,2025-11-14,강서구,서울특별시 강서구 화곡동 1065-22,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2781,2025-11-14,마포구,서울특별시 마포구 망원동 420-25,버스정류소 및 택시승강장 주변(5m 이내),2025-11-14,,,,,,,,,,,,,,,,,
2782,2025-11-14,관악구,서울특별시 관악구 봉천동 635-615,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2783,2025-11-14,마포구,서울특별시 마포구 망원동 211-43,점자블록 또는 교통약자 엘리베이터,2025-11-14,,,,,,,,,,,,,,,,,
2784,2025-11-14,강서구,서울특별시 강서구 화곡동 1089-54,교통섬 내부,2025-11-14,,,,,,,,,,,,,,,,,
2785,2025-11-14,서초구,서울특별시 서초구 양재동 349-28,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2786,2025-11-14,서초구,서울특별시 서초구 양재동 352-3,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2787,2025-11-14,서초구,서울특별시 서초구 양재동 352-3,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2788,2025-11-14,서초구,서울특별시 서초구 양재동 352-3,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2789,2025-11-14,서초구,서울특별시 서초구 양재동 349-28,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2790,2025-11-14,마포구,서울특별시 마포구 용강동 45-15,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2791,2025-11-14,송파구,서울특별시 송파구 잠실동 19,상기 사항 외 보도,2025-11-14,,,,,,,,,,,,,,,,,
2792,2025-11-14,서초구,서울특별시 서초구 양재동 353-3,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2793,2025-11-14,강서구,서울특별시 강서구 방화동 813-17,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2794,2025-11-14,송파구,서울특별시 송파구 잠실동 19-10,상기 사항 외 보도,2025-11-14,,,,,,,,,,,,,,,,,
2795,2025-11-14,서초구,서울특별시 서초구 양재동 355-7,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2796,2025-11-14,마포구,서울특별시 마포구 망원동 452-1,버스정류소 및 택시승강장 주변(5m 이내),2025-11-14,,,,,,,,,,,,,,,,,
2797,2025-11-14,강서구,서울특별시 강서구 방화동 829-15,버스정류소 및 택시승강장 주변(5m 이내),2025-11-14,,,,,,,,,,,,,,,,,
2798,2025-11-14,동작구,서울특별시 동작구 신대방동 719,상기 사항 외 보도,2025-11-14,,,,,,,,,,,,,,,,,
2799,2025-11-14,강서구,서울특별시 강서구 방화동 829-15,버스정류소 및 택시승강장 주변(5m 이내),2025-11-14,,,,,,,,,,,,,,,,,
2800,2025-11-14,관악구,서울특별시 관악구 신림동 1417-14,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2801,2025-11-14,강서구,서울특별시 강서구 화곡동 940-5,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2802,2025-11-14,강동구,서울특별시 강동구 성내동 450-9,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2803,2025-11-14,서대문구,서울특별시 서대문구 북가좌동 355-3,상기 사항 외 보도,2025-11-14,,,,,,,,,,,,,,,,,
2804,2025-11-14,관악구,서울특별시 관악구 신림동 1468-4,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2805,2025-11-14,관악구,서울특별시 관악구 신림동 1468-4,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2806,2025-11-14,강서구,서울특별시 강서구 화곡동 56-41,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2807,2025-11-14,강동구,서울특별시 강동구 성내동 499,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2808,2025-11-14,강서구,서울특별시 강서구 방화동 879,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2809,2025-11-14,송파구,서울특별시 송파구 가락동 600,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2810,2025-11-14,강서구,서울특별시 강서구 방화동 567-11,횡단보도 주변(3m),2025-11-14,,,,,,,,,,,,,,,,,
2811,2025-11-14,강동구,서울특별시 강동구 성내동 448-11,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2812,2025-11-14,강동구,서울특별시 강동구 길동 414-11,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2813,2025-11-14,강동구,서울특별시 강동구 성내동 450-4,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2814,2025-11-14,강동구,서울특별시 강동구 길동 369-6,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2815,2025-11-14,관악구,서울특별시 관악구 신림동 1675-7,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2816,2025-11-14,강동구,서울특별시 강동구 성내동 450-40,상기 사항 외 보도,2025-11-14,,,,,,,,,,,,,,,,,
2817,2025-11-14,관악구,서울특별시 관악구 신림동 1675-12,점자블록 또는 교통약자 엘리베이터,2025-11-14,,,,,,,,,,,,,,,,,
2818,2025-11-14,서초구,서울특별시 서초구 서초동 산150-127,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2819,2025-11-14,서초구,서울특별시 서초구 서초동 산150-127,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2820,2025-11-14,서초구,서울특별시 서초구 서초동 1748-51,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2821,2025-11-14,서초구,서울특별시 서초구 서초동 산150-127,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2822,2025-11-14,서초구,서울특별시 서초구 서초동 산150-127,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2823,2025-11-14,강동구,서울특별시 강동구 둔촌동 84-4,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2824,2025-11-14,서초구,서울특별시 서초구 서초동 1390,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2825,2025-11-14,서초구,서울특별시 서초구 서초동 1305-8,상기 사항 외 보도,2025-11-14,,,,,,,,,,,,,,,,,
2826,2025-11-14,서초구,서울특별시 서초구 서초동 1306-7,버스정류소 및 택시승강장 주변(5m 이내),2025-11-14,,,,,,,,,,,,,,,,,
2827,2025-11-14,서초구,서울특별시 서초구 서초동 1310-6,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2828,2025-11-14,서초구,서울특별시 서초구 서초동 1417,보호구역(어린이·노인·장애인),2025-11-14,,,,,,,,,,,,,,,,,
2829,2025-11-14,서초구,서울특별시 서초구 서초동 1403,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2830,2025-11-14,서초구,서울특별시 서초구 서초동 1403,오신고,2025-11-14,,,,,,,,,,,,,,,,,
2831,2025-11-14,서초구,서울특별시 서초구 서초동 1359-50,보도와 차도가 구분된 도로의 차도,2025-11-14,,,,,,,,,,,,,,,,,
2832,2025-11-14,서초구,서울특별시 서초구 서초동 1381,상기 사항 외 보도,2025-11-14,,,,,,,,,,,,,,,,,
2833,2025-11-14,서초구,서울특별시 서초구 서초동 1355-19,상기 사항 외 보도,2025-11-14,,,,,,,,,,,,,,,,,
2834,2025-11-14,은평구,서울특별시 은평구 대조동 231,상기 사항 외 보도,2025-11-14,,,,,,,,,,,,,,,,,
2835,2025-11-15,강남구,서울특별시 강남구 대치동 1012-79,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2836,2025-11-15,강남구,서울특별시 강남구 대치동 1012-79,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2837,2025-11-15,강남구,서울특별시 강남구 대치동 974,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2838,2025-11-15,강남구,서울특별시 강남구 대치동 1011-42,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2839,2025-11-15,강남구,서울특별시 강남구 대치동 913,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2840,2025-11-15,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2841,2025-11-15,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2842,2025-11-15,강남구,서울특별시 강남구 삼성동 144-29,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2843,2025-11-15,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2844,2025-11-15,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2845,2025-11-15,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2846,2025-11-15,강남구,서울특별시 강남구 삼성동 127-12,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2847,2025-11-15,강남구,서울특별시 강남구 삼성동 127-3,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2848,2025-11-15,강남구,서울특별시 강남구 삼성동 111-61,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2849,2025-11-15,강남구,서울특별시 강남구 삼성동 188-1,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2850,2025-11-15,강남구,서울특별시 강남구 삼성동 20-5,보도와 차도가 구분된 도로의 차도,2025-11-15,,,,,,,,,,,,,,,,,
2851,2025-11-16,동작구,서울특별시 동작구 상도동 121-101,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2852,2025-11-16,송파구,서울특별시 송파구 가락동 181-31,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2853,2025-11-17,강동구,서울특별시 강동구 명일동 303-6,상기 사항 외 보도,2025-11-18,,,,,,,,,,,,,,,,,
2854,2025-11-17,영등포구,서울특별시 영등포구 대림동 697,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2855,2025-11-17,영등포구,서울특별시 영등포구 도림동 152-57,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2856,2025-11-17,영등포구,서울특별시 영등포구 양평동2가 12-1,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2857,2025-11-17,영등포구,서울특별시 영등포구 양평동4가 93-1,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2858,2025-11-17,영등포구,서울특별시 영등포구 양평동4가 320-1,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2859,2025-11-17,영등포구,서울특별시 영등포구 대림동 1062-2,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2860,2025-11-17,영등포구,서울특별시 영등포구 대림동 1082-6,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2861,2025-11-17,동작구,서울특별시 동작구 상도동 407-2,횡단보도 주변(3m),2025-11-17,,,,,,,,,,,,,,,,,
2862,2025-11-17,동작구,서울특별시 동작구 상도동 111-58,횡단보도 주변(3m),2025-11-17,,,,,,,,,,,,,,,,,
2863,2025-11-17,영등포구,서울특별시 영등포구 대림동 1018-19,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2864,2025-11-17,영등포구,서울특별시 영등포구 대림동 774,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2865,2025-11-17,서초구,서울특별시 서초구 양재동 47,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2866,2025-11-17,서초구,서울특별시 서초구 양재동 78,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2867,2025-11-17,서초구,서울특별시 서초구 양재동 105-1,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2868,2025-11-17,서초구,서울특별시 서초구 양재동 105-4,교통섬 내부,2025-11-17,,,,,,,,,,,,,,,,,
2869,2025-11-17,서초구,서울특별시 서초구 양재동 67-11,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2870,2025-11-17,영등포구,서울특별시 영등포구 대림동 994-25,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2871,2025-11-17,서초구,서울특별시 서초구 양재동 327-13,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2872,2025-11-17,서초구,서울특별시 서초구 양재동 327-14,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2873,2025-11-17,서초구,서울특별시 서초구 양재동 327-21,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2874,2025-11-17,강남구,서울특별시 강남구 도곡동 952-9,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2875,2025-11-17,서초구,서울특별시 서초구 양재동 316-3,자전거 도로,2025-11-17,,,,,,,,,,,,,,,,,
2876,2025-11-17,서초구,서울특별시 서초구 양재동 316-3,자전거 도로,2025-11-17,,,,,,,,,,,,,,,,,
2877,2025-11-17,강남구,서울특별시 강남구 도곡동 958-3,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2878,2025-11-17,강남구,서울특별시 강남구 도곡동 953-1,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2879,2025-11-17,강남구,서울특별시 강남구 도곡동 958-3,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2880,2025-11-17,강남구,서울특별시 강남구 도곡동 958-3,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2881,2025-11-17,강남구,서울특별시 강남구 도곡동 958-20,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2882,2025-11-17,강남구,서울특별시 강남구 도곡동 942-7,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2883,2025-11-17,강남구,서울특별시 강남구 역삼동 694-11,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2884,2025-11-17,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2885,2025-11-17,강남구,서울특별시 강남구 역삼동 805,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2886,2025-11-17,영등포구,서울특별시 영등포구 신길동 189-51,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2887,2025-11-17,송파구,서울특별시 송파구 가락동 99-10,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2888,2025-11-17,강남구,서울특별시 강남구 역삼동 802-17,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2889,2025-11-17,강남구,서울특별시 강남구 역삼동 694-35,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2890,2025-11-17,강남구,서울특별시 강남구 역삼동 679-5,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2891,2025-11-17,강남구,서울특별시 강남구 역삼동 858-18,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2892,2025-11-17,강남구,서울특별시 강남구 논현동 254-17,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2893,2025-11-17,강남구,서울특별시 강남구 논현동 279-92,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2894,2025-11-17,강남구,서울특별시 강남구 논현동 279-92,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2895,2025-11-17,강남구,서울특별시 강남구 논현동 279-92,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2896,2025-11-17,영등포구,서울특별시 영등포구 당산동6가 107-12,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2897,2025-11-17,영등포구,서울특별시 영등포구 양평동3가 82,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2898,2025-11-17,노원구,서울특별시 노원구 공릉동 25-64,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2899,2025-11-17,영등포구,서울특별시 영등포구 양평동3가 57,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2900,2025-11-17,구로구,서울특별시 구로구 항동 1-1,버스정류소 및 택시승강장 주변(5m 이내),2025-11-17,,,,,,,,,,,,,,,,,
2901,2025-11-17,강남구,서울특별시 강남구 도곡동 907-54,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2902,2025-11-17,영등포구,서울특별시 영등포구 문래동3가 55-20,상기 사항 외 보도,2025-11-17,,,,,,,,,,,,,,,,,
2903,2025-11-17,강남구,서울특별시 강남구 도곡동 907-54,보도와 차도가 구분된 도로의 차도,2025-11-17,,,,,,,,,,,,,,,,,
2904,2025-11-17,강동구,서울특별시 강동구 암사동 449-8,보호구역(어린이·노인·장애인),2025-11-17,,,,,,,,,,,,,,,,,
2905,2025-11-17,구로구,서울특별시 구로구 구로동 107-7,보호구역(어린이·노인·장애인),2025-11-17,,,,,,,,,,,,,,,,,
2906,2025-11-17,구로구,서울특별시 구로구 구로동 107-7,보호구역(어린이·노인·장애인),2025-11-17,,,,,,,,,,,,,,,,,
